"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Navigate to the BookStore, click Login, enter valid credentials, and verify the Profile page loads.","260","Login successfully with valid credentials","DemoQA Automation Suite","Mon May 25 08:36:46 UTC 2026","broken","Mon May 25 08:36:47 UTC 2026","tests.LoginTest","Login Tests","tests.LoginTest","testValidLogin"
"Switch into Frame 2, read the heading text, then switch back to main page.","192","Read heading text from Frame 2","DemoQA Automation Suite","Mon May 25 08:36:48 UTC 2026","broken","Mon May 25 08:36:48 UTC 2026","tests.FrameTest","Frame Tests","tests.FrameTest","testReadTextFromFrame2"
"Use selectByValue() and verify the displayed text reflects the correct option.","152","Select an option from the dropdown by its value attribute","DemoQA Automation Suite","Mon May 25 08:36:52 UTC 2026","broken","Mon May 25 08:36:52 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testSelectByValue"
"Click the Prompt button, type a name, accept, and verify the result contains that name.","154","Handle prompt popup — type text and confirm","DemoQA Automation Suite","Mon May 25 08:36:50 UTC 2026","broken","Mon May 25 08:36:50 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testPromptPopup"
"Locate the upload input, send a file path, and verify the uploaded filename is shown.","152","Upload a file and verify the filename appears on screen","DemoQA Automation Suite","Mon May 25 08:36:51 UTC 2026","broken","Mon May 25 08:36:51 UTC 2026","tests.FileUploadTest","File Upload Tests","tests.FileUploadTest","testFileUpload"
"Click the Alert button, read the alert text, and accept it.","169","Handle a simple alert popup","DemoQA Automation Suite","Mon May 25 08:36:49 UTC 2026","broken","Mon May 25 08:36:49 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testSimpleAlert"
"Type 'Git' in the search box and verify 'Git Pocket Guide' appears in the table.","288","Search for a book and verify it appears in the results table","DemoQA Automation Suite","Mon May 25 08:36:45 UTC 2026","broken","Mon May 25 08:36:46 UTC 2026","tests.HomePageTest","Bookstore Homepage Tests","tests.HomePageTest","testSearchBook"
"Navigate to the BookStore URL and verify the page header and Login button are visible.","1450","Verify user is on the BookStore homepage","DemoQA Automation Suite","Mon May 25 08:36:43 UTC 2026","broken","Mon May 25 08:36:45 UTC 2026","tests.HomePageTest","Bookstore Homepage Tests","tests.HomePageTest","testHomepageLoads"
"Click the Confirm button, accept the dialog, and verify the result message.","153","Handle confirm popup — click OK","DemoQA Automation Suite","Mon May 25 08:36:49 UTC 2026","broken","Mon May 25 08:36:50 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testConfirmPopupAccept"
"Attempt login with wrong credentials and verify the user stays on the Login page.","164","Login fails with invalid credentials","DemoQA Automation Suite","Mon May 25 08:36:47 UTC 2026","broken","Mon May 25 08:36:47 UTC 2026","tests.LoginTest","Login Tests","tests.LoginTest","testInvalidLogin"
"Use Selenium's Select class to pick an option by visible text and verify the selection.","150","Select an option from the old-style select dropdown","DemoQA Automation Suite","Mon May 25 08:36:52 UTC 2026","broken","Mon May 25 08:36:52 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testSelectByText"
"Select 'Volvo' and 'Audi' simultaneously and verify both are selected.","160","Select multiple options from the multi-select list","DemoQA Automation Suite","Mon May 25 08:36:51 UTC 2026","broken","Mon May 25 08:36:51 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testMultiSelect"
"Switch into Frame 1, read the heading text, then switch back to main page.","225","Read heading text from Frame 1","DemoQA Automation Suite","Mon May 25 08:36:48 UTC 2026","broken","Mon May 25 08:36:48 UTC 2026","tests.FrameTest","Frame Tests","tests.FrameTest","testReadTextFromFrame1"
