"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Switch into Frame 1, read the heading text, then switch back to main page.","0","Read heading text from Frame 1","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","skipped","Mon May 25 09:42:38 UTC 2026","tests.FrameTest","Frame Tests","tests.FrameTest","testReadTextFromFrame1"
"","1","setUp","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","broken","Mon May 25 09:42:38 UTC 2026","tests.HomePageTest","Bookstore Homepage Tests","tests.HomePageTest","setUp"
"","0","setUp","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","broken","Mon May 25 09:42:38 UTC 2026","tests.LoginTest","Login Tests","tests.LoginTest","setUp"
"Type 'Git' in the search box and verify 'Git Pocket Guide' appears in the table.","1","Search for a book and verify it appears in the results table","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","skipped","Mon May 25 09:42:38 UTC 2026","tests.HomePageTest","Bookstore Homepage Tests","tests.HomePageTest","testSearchBook"
"Locate the upload input, send a file path, and verify the uploaded filename is shown.","0","Upload a file and verify the filename appears on screen","DemoQA Automation Suite","Mon May 25 09:42:39 UTC 2026","skipped","Mon May 25 09:42:39 UTC 2026","tests.FileUploadTest","File Upload Tests","tests.FileUploadTest","testFileUpload"
"","1","setUp","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","broken","Mon May 25 09:42:38 UTC 2026","tests.FrameTest","Frame Tests","tests.FrameTest","setUp"
"Navigate to the BookStore, click Login, enter valid credentials, and verify the Profile page loads.","0","Login successfully with valid credentials","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","skipped","Mon May 25 09:42:38 UTC 2026","tests.LoginTest","Login Tests","tests.LoginTest","testValidLogin"
"","0","setUp","DemoQA Automation Suite","Mon May 25 09:42:39 UTC 2026","broken","Mon May 25 09:42:39 UTC 2026","tests.FileUploadTest","File Upload Tests","tests.FileUploadTest","setUp"
"Click the Prompt button, type a name, accept, and verify the result contains that name.","0","Handle prompt popup — type text and confirm","DemoQA Automation Suite","Mon May 25 09:42:39 UTC 2026","skipped","Mon May 25 09:42:39 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testPromptPopup"
"","0","setUp","DemoQA Automation Suite","Mon May 25 09:42:39 UTC 2026","broken","Mon May 25 09:42:39 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","setUp"
"Use Selenium's Select class to pick an option by visible text and verify the selection.","0","Select an option from the old-style select dropdown","DemoQA Automation Suite","Mon May 25 09:42:39 UTC 2026","skipped","Mon May 25 09:42:39 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testSelectByText"
"Switch into Frame 2, read the heading text, then switch back to main page.","0","Read heading text from Frame 2","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","skipped","Mon May 25 09:42:38 UTC 2026","tests.FrameTest","Frame Tests","tests.FrameTest","testReadTextFromFrame2"
"Use selectByValue() and verify the displayed text reflects the correct option.","0","Select an option from the dropdown by its value attribute","DemoQA Automation Suite","Mon May 25 09:42:39 UTC 2026","skipped","Mon May 25 09:42:39 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testSelectByValue"
"Select 'Volvo' and 'Audi' simultaneously and verify both are selected.","0","Select multiple options from the multi-select list","DemoQA Automation Suite","Mon May 25 09:42:39 UTC 2026","skipped","Mon May 25 09:42:39 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testMultiSelect"
"Click the Confirm button, accept the dialog, and verify the result message.","0","Handle confirm popup — click OK","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","skipped","Mon May 25 09:42:38 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testConfirmPopupAccept"
"","0","setUp","DemoQA Automation Suite","Mon May 25 09:42:39 UTC 2026","broken","Mon May 25 09:42:39 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","setUp"
"Navigate to the BookStore URL and verify the page header and Login button are visible.","4","Verify user is on the BookStore homepage","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","skipped","Mon May 25 09:42:38 UTC 2026","tests.HomePageTest","Bookstore Homepage Tests","tests.HomePageTest","testHomepageLoads"
"Click the Alert button, read the alert text, and accept it.","0","Handle a simple alert popup","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","skipped","Mon May 25 09:42:38 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testSimpleAlert"
"Attempt login with wrong credentials and verify the user stays on the Login page.","2","Login fails with invalid credentials","DemoQA Automation Suite","Mon May 25 09:42:38 UTC 2026","skipped","Mon May 25 09:42:38 UTC 2026","tests.LoginTest","Login Tests","tests.LoginTest","testInvalidLogin"
