"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Select 'Volvo' and 'Audi' simultaneously and verify both are selected.","2379","Select multiple options from the multi-select list","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testMultiSelect"
"Click the Alert button, read the alert text, and accept it.","2200","Handle a simple alert popup","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testSimpleAlert"
"Navigate to the BookStore URL and verify the page header and Login button are visible.","2562","Verify user is on the BookStore homepage","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.HomePageTest","Bookstore Homepage Tests","tests.HomePageTest","testHomepageLoads"
"Locate the upload input, send a file path, and verify the uploaded filename is shown.","1677","Upload a file and verify the filename appears on screen","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.FileUploadTest","File Upload Tests","tests.FileUploadTest","testFileUpload"
"Switch into Frame 1, read the heading text, then switch back to main page.","2088","Read heading text from Frame 1","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.FrameTest","Frame Tests","tests.FrameTest","testReadTextFromFrame1"
"Use Selenium's Select class to pick an option by visible text and verify the selection.","2152","Select an option from the old-style select dropdown","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testSelectByText"
"Click the Confirm button, accept the dialog, and verify the result message.","2309","Handle confirm popup — click OK","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testConfirmPopupAccept"
"Switch into Frame 2, read the heading text, then switch back to main page.","2225","Read heading text from Frame 2","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.FrameTest","Frame Tests","tests.FrameTest","testReadTextFromFrame2"
"Navigate to the BookStore, click Login, enter valid credentials, and verify the Profile page loads.","5663","Login successfully with valid credentials","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.LoginTest","Login Tests","tests.LoginTest","testValidLogin"
"Type 'Git' in the search box and verify 'Git Pocket Guide' appears in the table.","2492","Search for a book and verify it appears in the results table","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.HomePageTest","Bookstore Homepage Tests","tests.HomePageTest","testSearchBook"
"Attempt login with wrong credentials and verify the user stays on the Login page.","4712","Login fails with invalid credentials","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.LoginTest","Login Tests","tests.LoginTest","testInvalidLogin"
"Use selectByValue() and verify the displayed text reflects the correct option.","2422","Select an option from the dropdown by its value attribute","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testSelectByValue"
"Click the Prompt button, type a name, accept, and verify the result contains that name.","3163","Handle prompt popup — type text and confirm","DemoQA Automation Suite","2026-08-10","passed","2026-08-10","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testPromptPopup"
