"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Switch into Frame 1, read the heading text, then switch back to main page.","1535","Read heading text from Frame 1","DemoQA Automation Suite","Wed May 20 15:51:27 UTC 2026","passed","Wed May 20 15:51:28 UTC 2026","tests.FrameTest","Frame Tests","tests.FrameTest","testReadTextFromFrame1"
"Click the Prompt button, type a name, accept, and verify the result contains that name.","2683","Handle prompt popup — type text and confirm","DemoQA Automation Suite","Wed May 20 15:51:35 UTC 2026","passed","Wed May 20 15:51:37 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testPromptPopup"
"Attempt login with wrong credentials and verify the user stays on the Login page.","4318","Login fails with invalid credentials","DemoQA Automation Suite","Wed May 20 15:51:22 UTC 2026","passed","Wed May 20 15:51:26 UTC 2026","tests.LoginTest","Login Tests","tests.LoginTest","testInvalidLogin"
"Click the Confirm button, accept the dialog, and verify the result message.","1850","Handle confirm popup — click OK","DemoQA Automation Suite","Wed May 20 15:51:32 UTC 2026","passed","Wed May 20 15:51:34 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testConfirmPopupAccept"
"Type 'Git' in the search box and verify 'Git Pocket Guide' appears in the table.","2103","Search for a book and verify it appears in the results table","DemoQA Automation Suite","Wed May 20 15:51:15 UTC 2026","passed","Wed May 20 15:51:17 UTC 2026","tests.HomePageTest","Bookstore Homepage Tests","tests.HomePageTest","testSearchBook"
"Switch into Frame 2, read the heading text, then switch back to main page.","1534","Read heading text from Frame 2","DemoQA Automation Suite","Wed May 20 15:51:29 UTC 2026","passed","Wed May 20 15:51:30 UTC 2026","tests.FrameTest","Frame Tests","tests.FrameTest","testReadTextFromFrame2"
"Locate the upload input, send a file path, and verify the uploaded filename is shown.","1555","Upload a file and verify the filename appears on screen","DemoQA Automation Suite","Wed May 20 15:51:38 UTC 2026","passed","Wed May 20 15:51:39 UTC 2026","tests.FileUploadTest","File Upload Tests","tests.FileUploadTest","testFileUpload"
"Navigate to the BookStore, click Login, enter valid credentials, and verify the Profile page loads.","4563","Login successfully with valid credentials","DemoQA Automation Suite","Wed May 20 15:51:17 UTC 2026","passed","Wed May 20 15:51:22 UTC 2026","tests.LoginTest","Login Tests","tests.LoginTest","testValidLogin"
"Use Selenium's Select class to pick an option by visible text and verify the selection.","1599","Select an option from the old-style select dropdown","DemoQA Automation Suite","Wed May 20 15:51:42 UTC 2026","passed","Wed May 20 15:51:43 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testSelectByText"
"Click the Alert button, read the alert text, and accept it.","1666","Handle a simple alert popup","DemoQA Automation Suite","Wed May 20 15:51:30 UTC 2026","passed","Wed May 20 15:51:32 UTC 2026","tests.AlertsTest","Alerts Tests","tests.AlertsTest","testSimpleAlert"
"Navigate to the BookStore URL and verify the page header and Login button are visible.","2302","Verify user is on the BookStore homepage","DemoQA Automation Suite","Wed May 20 15:51:12 UTC 2026","passed","Wed May 20 15:51:14 UTC 2026","tests.HomePageTest","Bookstore Homepage Tests","tests.HomePageTest","testHomepageLoads"
"Select 'Volvo' and 'Audi' simultaneously and verify both are selected.","1711","Select multiple options from the multi-select list","DemoQA Automation Suite","Wed May 20 15:51:40 UTC 2026","passed","Wed May 20 15:51:41 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testMultiSelect"
"Use selectByValue() and verify the displayed text reflects the correct option.","1595","Select an option from the dropdown by its value attribute","DemoQA Automation Suite","Wed May 20 15:51:44 UTC 2026","passed","Wed May 20 15:51:45 UTC 2026","tests.DropdownTest","Dropdown Tests","tests.DropdownTest","testSelectByValue"
